1000	1
2000	5
3000	13
4000	25
5000	29
6000	41
7000	53
8000	92
9000	114
10000	136
11000	163
12000	176
13000	197
14000	282
15000	303
16000	327
17000	365
18000	351
19000	423
20000	509
21000	584
22000	575
23000	657
24000	672
25000	770
26000	778
27000	877
28000	935
29000	1090
30000	1131
31000	1222
32000	1278
33000	1299
34000	1353
35000	1515
36000	1511
37000	1656
38000	1908
39000	2025
40000	1926
41000	2094
42000	2179
43000	2316
44000	2373
45000	2540
46000	2705
47000	2843
48000	3037
49000	3091
50000	3049
51000	3258
52000	3345
53000	3437
54000	3590
55000	3773
56000	3810
57000	3939
58000	4263
59000	4367
60000	4287
61000	4527
62000	4598
63000	4759
64000	4951
65000	5215
66000	5320
67000	5486
68000	5696
69000	5680
70000	5982
71000	6089
72000	6302
73000	6536
74000	6578
75000	6972
76000	7044
77000	7327
78000	7384
79000	8242
80000	7909
81000	8916
82000	9066
83000	9365
84000	9449
85000	9843
86000	9412
87000	9199
88000	9469
89000	9694
90000	10132
91000	10470
92000	10692
93000	10914
94000	11197
95000	11860
96000	11954
97000	12246
98000	12623
99000	12610
100000	12847
