1000	3
2000	14
3000	27
4000	48
5000	89
6000	139
7000	176
8000	224
9000	287
10000	412
11000	498
12000	607
13000	584
14000	625
15000	742
16000	876
17000	1122
18000	1152
19000	1243
20000	1427
21000	1571
22000	1715
23000	1964
24000	2047
25000	2107
26000	2379
27000	2409
28000	2636
29000	2810
30000	2954
31000	3110
32000	3540
33000	3698
34000	4201
35000	4532
36000	4539
37000	4808
38000	4940
39000	5084
40000	5551
41000	5826
42000	6956
43000	6917
44000	7258
45000	8520
46000	8507
47000	8397
48000	8650
49000	9071
50000	9433
51000	9309
52000	9520
53000	10028
54000	10275
55000	10803
56000	11225
57000	11621
58000	12529
59000	13126
60000	13731
61000	14155
62000	13753
63000	14848
64000	14985
65000	15942
66000	16514
67000	16398
68000	16435
69000	17047
70000	17646
71000	17819
72000	18931
73000	19518
74000	19927
75000	20798
76000	20818
77000	21508
78000	21869
79000	23788
80000	23673
81000	23632
82000	24661
83000	25077
84000	28109
85000	27443
86000	26807
87000	28844
88000	29619
89000	29078
90000	29851
91000	30485
92000	30780
93000	32595
94000	34064
95000	33788
96000	35039
97000	35946
98000	36571
99000	37952
100000	37680
