1000	0
2000	0
3000	1
4000	1
5000	1
6000	2
7000	2
8000	3
9000	3
10000	3
11000	4
12000	4
13000	5
14000	5
15000	6
16000	5
17000	5
18000	5
19000	6
20000	6
21000	6
22000	7
23000	9
24000	9
25000	9
26000	12
27000	13
28000	11
29000	10
30000	10
31000	10
32000	11
33000	11
34000	11
35000	12
36000	12
37000	12
38000	19
39000	16
40000	16
41000	17
42000	15
43000	15
44000	19
45000	19
46000	19
47000	17
48000	17
49000	17
50000	18
51000	18
52000	18
53000	19
54000	20
55000	21
56000	27
57000	23
58000	25
59000	25
60000	25
61000	27
62000	30
63000	22
64000	24
65000	26
66000	27
67000	23
68000	23
69000	24
70000	24
71000	25
72000	26
73000	25
74000	26
75000	26
76000	31
77000	35
78000	32
79000	28
80000	28
81000	29
82000	35
83000	39
84000	46
85000	48
86000	49
87000	47
88000	41
89000	33
90000	33
91000	39
92000	37
93000	33
94000	44
95000	42
96000	41
97000	43
98000	43
99000	37
100000	36
